review,nickname,dt,star,gong,bgong
생각을 많이 하게 만드는 영화,Stylecsu0,2019.11.17,10,2,1
황금종려상은 아무 작품이나 받는게 아니구나 정말...,Damienyoos,2019.11.16,10,2,1
,옥구슬2500,2019.11.11,9,2,1
,clou,2019.11.11,9,2,1
봉준호 감독은 천재다. 어떤이들은 내용자체로만 보면 먹먹해진다고 하지만 난 그걸 떠나서 우리 사회에 부조리한 면을 봉감독이 그만의 스마트하게 풀어낸 블랙코메디라고 생각.,율무kink,2019.11.11,9,2,1
빈부격차를 잘 희화화한 작품이라 생각합니다. 믿고 봤고 재밌게 봤네요,아싸비용ktig,2019.11.11,9,2,1
,러브썸ektm,2019.11.10,10,2,1
,오태훈pon0,2019.11.10,10,2,1
최고에여 최고에여 ㄷㄷ,dpqn,2019.11.09,10,2,1
,위닝일레븐winn,2019.11.09,10,2,1
,이원석lwc0,2019.11.09,10,2,1
관람객영화보는내내 무언가의 죄책감과 찜찜함..역시 봉준호,Jh거북이cici,2019.11.09,10,2,1
잉글리시? 니가 10배는 더 잘가르 칠껄.매일 같이 술쳐먹는 대학생 OO끼들 보다.사모님이 심플해. 몰라. 난 좋았어.  야이 박서준  너땜에  두집안 아작났어 . 교환학생 OO끼야.,wjdx,2019.11.09,10,2,1
이 영화는 그냥 한마디로 참으로 시의적절하다,라베떠tgv1,2019.11.09,10,2,1
뜨겁고 든든한 국밥같은 영화,야일리jon5,2019.11.07,10,2,1
"지금은 불편할수도 있지만, 훗날 이 영화를 되새길 때 또 다른 감정의 쓰나미로 밀려 올 영화세상은 보이지 않는 선으로 나눠진다",NiChiNarmadc,2019.11.07,9,2,1
기생충을 한국에서 볼 수 있다는 것에 대해 감사하다.,류신한gome,2019.11.07,10,2,1
관람객연기구멍이 없어서 진짜 몰입감 최고였음,ekej116,2019.11.07,8,2,1
,지나니wlsg,2019.11.07,10,2,1
관람객,니나 0910hs08,2019.11.07,10,2,1
"설국열차로 담을 수 없던 이야기를 우리나라 배경으로 현실적으로 보여주니 더욱 와닿고, 깊고 진한 여운을 남겨주네요.. 더 기생충처럼 진득하게 잘 살아볼게요. 영화 감사합니다.",민양wjda,2019.11.07,10,2,1
관람객,ForYor럽ac8t,2019.11.06,10,2,1
,jsw3,2019.11.06,10,2,1
,songsubinsliv,2019.11.06,10,2,1
영화 한편이 아닌 현실 한편을 본듯한 느낌,매너킴zzim,2019.11.05,8,2,1
이 정도는 만들어야 배운사람이 만든 한국영화지. 뻔한데  재미가 있잖아,빵순이love,2019.11.05,8,2,1
영화 속으로 빠져들어 내가 기생충인냥 조마조마해했다,Googlepayp,2019.11.04,10,2,1
관람객내용이 좋았어요 다음에도 보고싶어요,DaHyekiki,2019.11.04,10,2,1
관람객재밌어요,제이엘expe,2019.11.04,10,2,1
예상하는 결말을 보란듯이 피해가는 영화. 배우들의 연기력이야 너무나도 자연스럽고 감탄스럽기까지..,과격흑호rotj,2019.11.04,8,2,1
정형화 된 캐릭터들이 적어서 새로운 이야기를 듣는거 같아 좋았음.,루인tige,2019.11.03,10,2,1
관람객봉감독도 생각하지 못한 숨어있는 의미들을 찾는 재미,라데우스83re,2019.11.03,8,2,1
하수구같은 인생. 계획은 언제나 잘되다가 엎어진다.,futuristldo1,2019.11.03,10,2,1
,sewoonggkai,2019.11.03,10,2,1
아 역시 봉준호.. 오ㅓ씨.. 완전 재미있어.. 배우들 연기 최고다!,토르rktn,2019.11.03,10,2,1
"간단한 작법으로, 이렇게도 모골이 송연하다.",나는아름다운갈비dbs1,2019.11.03,10,2,1
,김단비danb,2019.11.02,10,2,1
많이 공감했고 대한민국이 왜 출산율이 낮은지 잘 보여준 영화라고 생각한다,축신호나우두tenm,2019.11.02,9,2,1
모든 부분이 완벽했어요♡,수박바anga,2019.11.01,10,2,1
관람객,miramira,2019.10.30,10,2,1
관람객재밌어요. 특히 마지막 ... 정말 두번보세요,박미희real,2019.10.29,10,2,1
관람객몰입하게 만든 영화인 것 같아요. 상상불가,가르몽hong,2019.10.29,8,2,1
관람객설명 불필요한 띵작!!!,cubismhiso,2019.10.29,10,2,1
관람객말이 필요없는 이시대 최고의 영화~~오늘을 사는 우리를 스크린으로 그대로 옮겨놓았다~봉준호 송강호의 완벽한 조화찬사를 보낸다,혜유림맘terr,2019.10.29,10,2,1
관람객연출이 좋았고 내용도 함축적이면서 재밌다고 느낌,rgfmdgd0,2019.10.28,10,2,1
관람객계단을 오르내리면서 자연스레 등장인물들의 신분이 읽힌다. 어딘가 음침하고 기분나쁜 느낌이 들 정도로 연출이 잘 된 영화,나시nhim,2019.10.28,8,2,1
"사회문제에 대해 다각적인 시각을 잘 조합해서 보여주고, 생각할 거리를 많이 던져준다. 다들 한번쯤 감상하고 마음에 돌덩어리 하나씩 얹고 나올 법한 영화.",스케디jong,2019.10.28,10,2,1
관람객정말 작품 전개가 매끄럽게 진행되서 지루하다는 생각 자체를 1도 안하고 봤다.눈을 땔수 없는 영화다.,Jdoer,2019.10.28,10,2,1
관람객거의 완벽한 영화,박우철meme,2019.10.28,10,2,1
,카터pgbd,2019.10.28,10,2,1
사회적 메세지를 코믹하게 그리고 진중하게 전달하는 영화! 연출과 연기 만점입니다~,wisd,2019.10.27,10,2,1
.,태권소년bin3,2019.10.27,10,2,1
,정지은wjdw,2019.10.27,10,2,1
관람객몇년 뒤 꺼내봐도 신선 할 영화,leeb,2019.10.27,10,2,1
관람객생각이 많아지게 하는영화 시사하는 바가 크고 논란의  여지가 많은 그런영화인듯 올해 아니 지금껏 봐온 영화중에 가장 어렵고 무거운 이야기를 가장 가볍고 쉽게 풀어낸 그런 영화 여러번 볼수록 많이 생각하게 해주는 그런...,카고powe,2019.10.27,10,2,1
관람객전등이깜빡깜빡.. 시계가...,oksm,2019.10.26,8,2,1
관람객역시 생각을 많게하는~!,coce,2019.10.24,9,2,1
관람객기생충 두번봄ㅇㅋ기생충 두번봄ㅇㅋ기생충 두번봄ㅇㅋ,chungh10nnammuvi,2019.10.24,9,2,1
관람객역시 믿고 보는 봉준호와 송강호의 연출과 연기력,jokstaej,2019.10.23,10,2,1
재밌고 생각할 것도 많아요,yhk7,2019.10.22,10,2,1
우와 쩐다라기보단 은연중에 던져지는 메세지를 많이 느낄 수 있어 조금 신선했다. 여타 다른 한국영화랑은 좀 다른 기법으로 많은걸 보여주는듯 하다. 근데 우와 개쩐다라고 할만큼은 아닌거 같다. 적어도 나는 그렇다.,agai,2019.10.21,8,2,1
같은 비라도 누군가에겐 홍수 누구에겐 청소,base,2019.10.21,10,2,1
알곤 있었지만 알고싶지 않았던 극사실의 무언가를 본 느낌이다. 영화를 보고난 후 왠지 모를 슬픔과 두려움을 느꼈다.,김희민sher,2019.10.21,10,2,1
관람객볼 때는 우울했는데 곱씹을수록 의미있는 영화같아요,rhkr,2019.10.20,10,2,1
아무것도 모르고 보러갔었는데 충격먹음 영화 내내 긴장을 늦출수 없었다,ㅇㄹwjda,2019.10.20,10,2,1
독일에서 한국어로된 영화를 볼 수 있다는 것만으로 봉감독과 송배우에게 감사합니다. 한국어 버전인데도 독일사람들이 많이들 보러왔더라구요. 영화 초반에는 코메디처럼 다들 웃느라 넘어갔는데 후반부로 갈수록 답답한 침묵만이...,julj,2019.10.19,10,2,1
봉준호가 봉준호 했다,lyss,2019.10.16,10,2,1
관람객,연어초밥innv,2019.10.16,10,2,1
어쩌다 의도치 않게 소파신을 관람한 1인,서동혁dmg0,2019.10.15,10,2,1
관람객난 이걸본기억이없는데 평점을 남겨봄,덕구flxm,2019.10.14,10,2,1
관람객기대했던만큼 좋은 영화였습니다,soav,2019.10.13,8,2,1
상류층의 가식과 하류층의 거짓 그리고 선은 누구나 넘고 있었다.,vpit8,2019.10.13,8,2,1
"지금껏 존재하지 않았던 스토리를 처음 만든 영화네요. 초반에는 감독의 상상력, 스토리에 놀라고... 각 배우들 연기력에 놀랐고... 중후반은 약간 초반보다 못한 느낌이네요.",멋지다nice,2019.10.13,9,2,1
부자집에 빌붙어서 살려는 기생충들은 결국 죽을수밖에없는 하찮은 해충에 불과하다.,쇼호쿠bjnh,2019.10.12,10,2,1
관람객가난한 사람과 부자인 사람이 서로 다르게 시선이 느껴졌고 이것이 현실이라는게 정말 슬프게 느껴졌다ㅠㅠ,스텔라 안leav,2019.10.10,8,2,1
"관람객훌륭한 작품, 하지만 나에게 봉감독의 최고 작품은 여전히 ‘살인의 추억’과 ‘마더’",cavatinacava,2019.10.10,8,2,1
지루할 틈이 없이 재밌고 작품성도 굿굿,sukj,2019.10.07,10,2,1
적절한 유머코드와 극 내내 느껴지는 긴장감. 그리고 그 속에 숨겨진 많은 의미들.. 감탄할 수 밖에 없다. 이 영화는 완벽하다..,Yoontnwl,2019.10.07,10,2,1
관람객굳,illu,2019.10.07,8,2,1
연기 짱임ㅋ 엄청 좋은 영화! 강추다 강추,정정정AYay23,2019.10.07,10,2,1
"알 것 같은데, 잘 모르겠다.",봄밤ffa5,2019.10.07,9,2,1
관람객너무재밋닼이건봐야해,고음중독qkqk,2019.10.07,10,2,1
관람객너무 잘봤습니다.,ley19dl,2019.10.06,10,2,1
몰입감 ㄷ ㄷ ㄷ  ㄷ 솔직히 또 볼 자신 없는데 그게 노잼이라서가 아니라 너무 무섭곸ㅋㅋ막 심장 덜컹할 거 버틸 자신이 없음.. 박소담 변기에 앉아서 담배피는 연기 너무 인상 깊었음 ㅜㅜ,샌드맨tlsg,2019.10.06,10,2,1
관람객개굿,달콩이ksb1,2019.10.06,10,2,1
관람객배우들 연기력이 장난아니에요..,정윤식jyji,2019.10.06,10,2,1
코믹 하면서도 심각하고 사회의 부조리를 꼬집고 악한데 선하면서 모든 것이 한데 완벽히 어우러졌다. 긴장감을 계속 유지하며 강렬한 씬이 여기저기에 그리고 디테일이 놀랍다. 이런 영화를 자막없이 볼수 있어 행복하다.,데뮤론sean,2019.10.06,10,2,1
"관람객곡성이후 최고 몰입도,흡입력 메세지등 최고",임재근just,2019.10.06,9,2,1
평론가들과 네티즌들 평점이 같은 영화는 처음보는 듯황금종려상의 수준을 실감한다.,희망의빛no41,2019.10.05,10,2,1
관람객역대걸작탄생입니다너무 잼있게봤어요,이수하lsha,2019.10.05,10,2,1
관람객다행이다 봉준호,yyjb,2019.10.04,9,2,1
무계획이 삶이 되버린 사람들냄새를 들킨 사람들감히 오르려하다가 다시 피자가게 광고지를 돌리게 되는시계방향으로 다시 제자리로 돌아가는결국 지하로,한강hanj,2019.10.04,10,2,1
오랜만에 영화 보다 마음이 뜨거워졌습니다 봉준호 감독님 역시 너무 좋아요,옴쥬omzz,2019.10.04,10,2,1
관람객잘만든 영화임 몰입도가높음,pel1,2019.10.03,9,2,1
관람객보는내내 눈을 뗄수 없는 멋진영화였습니다,gogolunajoon,2019.10.02,8,2,1
"관람객갠적으로는 재미없을법한 스토리인데 재밌게 보았네요..연출,연기 모두 뛰어났던것 같습니다..",bmk0,2019.10.02,8,2,1
관람객흥미로운 영화 ... 비오는 터널이잊혀지지않네요,호수나라draw,2019.10.01,8,2,1
관람객재밌습니다,dwqd9qwd912sias,2019.10.01,9,2,1
현실이 너무 섬세하게 보여지는게 신기하다.생각없이볼수없는영화.그냥감탄하게되는영화.,jh63,2019.10.01,10,2,1
훌륭합니다. 재미와 의미하는바가 크네요,tige,2019.10.01,10,2,1
관람객올해 가장잼게봄 ㄹㅇ 루즈한거없이 개꿀잼,rhax,2019.09.30,10,2,1
참 잘 만들어진 영화네요.,별명hong,2019.09.30,10,2,1
관람객재밌다 열심히 살아야겠다는 생각이 들었다,RACHAELindi,2019.09.29,10,2,1
전형적인 언더도그마의 오류에 빠지지않고 잘 잡힌 균형을 보여준 명작.,226622hots,2019.09.29,10,2,1
관람객인상깊은영화여써욯ㅎ,츄qorg,2019.09.28,10,2,1
이 영화를 만든 봉준호. 당신도 결국 상류층이잖아 ㅋㅋㅋ,기호지세cyon,2019.09.28,9,2,1
제목 진짜 기똥차게 잘 지은듯? 런닝시간 내내 계속 몰입해서 잘 봤습니다.  생각보다 더 재밌었음,cinnamonsam5,2019.09.26,10,2,1
배우들 연기나 영화상의 여러 장치나 메세지들 모두 매우 좋았습니다.,bohnny jammkmc6,2019.09.25,9,2,1
관람객생각보다 재밌었어요! 저만 그런가~?,병맛같은애nomi,2019.09.25,10,2,1
관람객기대없이봐서그런가..괜찮음,jujujuju85,2019.09.25,8,2,1
??????????,김준석kjh1,2019.09.25,10,2,1
시니컬한 코믹과 풍자에 리스펙,카럽쓰마glts,2019.09.24,9,2,1
몰입도짱이에요 여운이 남네요,돼지simd,2019.09.23,10,2,1
영화를보고나서 마음에 커다란돌이 내려앉은 기분이다..슬프고 씁쓸하고 ..보다가 내가 커서 저렇게살면어떻하냐고 생각한게 참.. ㅎㅎ,귀요미iiaaaa,2019.09.23,10,2,1
관람객뽕보로봉봉봉~~~~,본재님bonj,2019.09.22,10,2,1
최근 본 영화 중 최고!!!,사랑하자suvi,2019.09.21,9,2,1
관람객멋진영화였어요.역시봉준호,크리스탈6024,2019.09.21,10,2,1
"칸영화제 황금종려상, 모든 비평가와 영화감독, 배우, 문학계와 예술계 등등 지성인들의 환호와 극찬이 만발했던 영화... 하지만 이곳 네이버... 그들의 진정한 '지식' 앞에선 어림도 없지! 세계최고의 ...",첨벙첨벙yoon,2019.09.20,9,2,1
관람객영화 스토리구성 자체가 참좋았어요,유성산업ysc2,2019.09.17,8,2,1
관람객볼땐 재밌었는데 보고난 후 그냥 찝찝하고 기분 좋지 않음,supi,2019.09.15,10,2,1
독특한 설정이 꾸준히 유지된다.,영화1000편vm4e,2019.09.14,9,2,1
관람객굿굿 재밌다리~~~~,VicecityChildh_ck,2019.09.14,10,2,1
관람객계속 생각나는 영화 ㅋㅋ,바이올렛viol,2019.09.14,10,2,1
관람객이런 내용일줄 전혀 몰랐음,최성민smod,2019.09.14,10,2,1
화려하고 안락한 집에 살고싶은 기생충들의 대립,쿠마97full,2019.09.14,10,2,1
관람객정말 재밌습니다 다시봐도 재밌네요,gksd,2019.09.14,10,2,1
관람객많은 생각들을 하게 되는 그런 영화였습니다,jnb7,2019.09.14,10,2,1
관람객넘나 재밌는거 배우들의 연기력이 좋았어요,늘봄의집kore,2019.09.14,10,2,1
영화  나오자마자 봤지만  이제 후기 올립니다!ㅋㅋㅋ우선  영화보는동안  시간 가는줄 모르고 봤어요 ㅋㅋㅋ,박성균psg6,2019.09.14,10,2,1
관람객시간 가는 줄 모르고 봤음,유광민kwan,2019.09.14,9,2,1
관람객최고의 영화 최근에 본 영화중 가장 으뜸이었어요,minjungabroadjymj,2019.09.14,10,2,1
관람객송강호의  뻔뻔함은  감히  따라  갈수가없을정도의  최고의  연기기생충들의  최고들 입니다,모태다혈baek,2019.09.14,10,2,1
감독은 진짜 천재다 누가 이런 영화 만들수있냐 우리나라 감독중에,루키jjpl,2019.09.14,10,2,1
예상과 완전 다른 전개에 시간 가는 줄 모르고 봤어요! 두 번 봐도 재밌는 영화입니다.,semoosemo,2019.09.14,10,2,1
"결국, 마지막까지 덧없는 꿈",Drrr96ks,2019.09.14,9,2,1
짜파구리 아줌마 드실래요? 아니다 소고기도 넣었으니까 애아빠 먹으라고 할까? 그러다 지가 먹어버리는..,이네kric,2019.09.14,10,2,1
어렵게 생각하면 어렵고 간단히생각하면 쉬운영화....  내용자체는  처음부터 끝까지  소소한 스릴장면들이 많아서  지루하지않고 재밋게봣음    영화자체의 내용이 유쾌한 내용은 아니라서 사람들 취향에따라  크게 평이 ...,Yeil90tnsr,2019.09.14,10,2,1
냄새  그 냄새  그건 지워지지  않는다  정말 그냄새를 지우고싶었겠지  하지만  지울수없는 너의삶,쏭카때쥐fmct,2019.09.14,10,2,1
관람객각종 소재들이 주는 의미 해석하느라 시간가는 줄 몰랐네요 ㅎㅎ,wnsg,2019.09.14,10,2,1
관람객웃으며 보다가도 마음 한켠이 불편하고 복잡하네요,ilwy,2019.09.13,10,2,1
빈부격차와 현 자본주의 사회 특유의 계급구조 문제를 언더도그마가 아닌 아비투스적으로 풀어낸 영화,JWkjae,2019.09.13,10,2,1
관람객괜찮네 현실감있고 전달하고자하는 메시지가 있어 다시한번생각하게되네,0103,2019.09.13,10,2,1
#초현실적 #극사실주의 #레알funny #레알씁쓸 #레알쓸뿜,예쎄쑈drea,2019.09.13,9,2,1
국민의 대다수가 기생충인걸까?,sunn,2019.09.13,10,2,1
관람객전 그냥그래쩌요..예술을 잘 모르나봐,amyhoho,2019.09.13,8,2,1
영화 제목을 냄새로 바꿔도 괜찮을듯...,오예쓰thfd,2019.09.12,6,2,1
관람객다시는 보고싶지 않은데 자꾸 생각나는 이상한 영화...,ecot,2019.09.12,9,2,1
관람객보면서 많은게 느껴졌습니다,chae,2019.09.12,10,2,1
못사는 개돼지들의 애환을 영화로 즐기니즐거웠다,바나니아good,2019.09.12,10,2,1
관람객재밌게잘보았네요그리썩감동적이지는안네요,sain,2019.09.12,7,2,1
관람객창조적이고 재밌으나 잔인하고 야해서 어른용 영화,jiso,2019.09.12,8,2,1
후반부가 아쉽다 너무 막장,홍기택rlhh,2019.09.12,8,2,1
관람객기생충 기질은 누구에게나 있다,therapistbest,2019.09.11,10,2,1
관람객19세였으면 하는 아쉬움  그점말고는 완벽,vdeynzyiksbkw,2019.09.11,10,2,1
"자본주의계급사회에 살고있다면 누구나 느끼지만 모른척했던 원인모를 등뒤의 불안,불편,오싹한 소름의 실체",쏠korn,2019.09.11,9,2,1
관람객많은  생각을  하게 만든영화...,카페라떼jski,2019.09.10,10,2,1
최고는 아니지만 인생작에 등극!!!  잘 만든 연극을 본 듯. 봐라! 이것이 연출이다!!,청개구리euro,2019.09.08,9,2,1
관람객가슴이 먹먹한데 슬프기보단 담담하고 생각을 하게 만드는 재치있는 영화,소리mohh,2019.09.08,8,2,1
봉준호는 봉준호구나... 마더 때보다 더 큰 충격을 맞았네,초겨울나비teg1,2019.09.08,10,2,1
충격적인 영화입니다. ㅋㅋ 재밌게 봤어요.,winCELOVEalex,2019.09.07,10,2,1
명쾌하다 해석할 여지가 없을 만큼,leeh,2019.09.07,8,2,1
"냄새부터 남다른 기생충과의 동거가 주는 그 묘하게 불쾌한 말로 꼬집어 낼수는없지만 그것이 가진 본질적인 싼티와 내몸에 꼽은 빨대를 알지못하지만 빨려도 티도안나는 그런 인간이 한집에 있을때 벌어질수있는 모든 이야기, ...",신검무적 진산월bajj,2019.09.06,10,2,1
과연 사회적 강자는 악이고 사회적 약자는 선인가? 더나아가 국민의 뜻이라면 항상 옳은가? 라는 언더도그마에 대한 영화라고 생각함,박진석grin,2019.09.05,9,2,1
관람객연기력이 다 한 영화 였습니다,은사sjjsu,2019.09.02,10,2,1
관람객많은  비유가 있는 영화인것같아요 ㅡㅡㅡㅡ,정은성jhs9,2019.09.01,9,2,1
돈이 많고 적음을 떠나 참 존재와 삶이  저렴한 사람들이 있다.삶을 위한 물질이 아닌 물질과 자기자신에게만  함몰된 사람들인간실격. 돈벌레..,DanBeenyme,2019.08.31,8,2,1
"농자천하지대본의 역설민중은 개·돼지에, 레밍에, 심지어 기생충인가. 호모 사피엔스는 일꾼으로 만들어진 인간 소새라는 수메르 기록을 다시 생각해 봐야할 때.우리는 누구인가.",Yeevan2501,2019.08.31,8,2,1
재밌네요.송강호 연기는진짜...대박이고. . 이선균은 왜저런 역할이잘어울리는건지.ㅋ쇼파에서 진짜.아우ㅋㅋ 넘연기잘한당.,rude7788rude,2019.08.31,8,2,1
관람객배우들이 연기력들이  모두 뛰어나  감동이 두 배가 된 영화였네요~,임정은a302,2019.08.31,10,2,1
보고 나니까 진짜 기분 너무 안좋네...그냥 당연하게 느껴지던 내 삶이 너무 짜증나네,yhfftfufukianst,2019.08.29,10,2,1
간만에 영화다운 한국영화 봤네요 헌데 15세였군요 ㄲㅈ 나오길래 18세인줄알았네요,낼름낼름jinj,2019.08.29,10,2,1
관람객재미있었다. 만족한다,배남규iroo,2019.08.28,10,2,1
미국일본  일본아 선넘지마라일본한국 한국아 선넘지마라 한국 일본등에 칼 ㅋㅋ,yoon,2019.08.28,10,2,1
관람객극명한 대비의 상황전개,beomjoonredo,2019.08.27,9,2,1
관람객나름 재밌었습니다!!,5080ekdy,2019.08.26,10,2,1
보고나니 머라고 평을 남겨야 할지 모르겠다 ....,작살냐옹kngc,2019.08.25,9,2,1
재밌는데 뭔가 찝찝하고 충격적인.. 근데 너무 재밌다!! 또 보고싶다,민토mint,2019.08.25,10,2,1
2003년 올드보이를 보고 난 후의 충격과 파장을 다시 느낀 것 같다.,Sanctus Christuswnst,2019.08.25,10,2,1
관람객꼭보세요들 시간가는줄모르고봄,완열이ghsh,2019.08.24,10,2,1
뭔가 자꾸 찜찜함이 남는 영화,꿈꾸는나무himo,2019.08.24,10,2,1
볼만한 정도였어요~~ ^^,레아aldu,2019.08.24,6,2,1
박소담 볼수록 예쁘네ㅎㅎ,하하호호yyj8,2019.08.24,10,2,1
첨 스크린으로 관람 후 남긴 댓글은 다 지웠다. 집에서 소장해 딱10번째 보고 다시 댓글을 남긴다. 볼수록 내가 곱등이란 생각으로 채워진다. 유식한척 떠드는거 보다 이건 피부로 느껴본 체험에 가깝다. 곱등이가 유독 ...,버미tarz,2019.08.22,10,2,1
굳 재미있고 살인의 추억처럼 여운이 장난 아님.,영영투zktm,2019.08.22,10,2,1
이입이 너무되서 슬프다...괴롭고,울라울라ljh_,2019.08.22,10,2,1
숨이 턱턱 막히는 보기 힘든 영화,딸기초코fpql,2019.08.22,9,2,1
관람객본지 몇달 지나서   평점 쓰는건에 오우 아직까지 지하실에 잇던 아저씨 얼굴이 생각나서 무습네요,큐티섹시앙hae1,2019.08.20,10,2,1
반지하 내려가면서 여보~!!!할때 장르 바뀜 ㅠㅠ 난 아직까지 그 가정부가 넘 인상깊었어 비에 젖어서 눅눅하고 찝찝한 표정.. 웃는듯우는듯한 애매한 표정,김혜진qlqj,2019.08.20,10,2,1
반지하 냄새..코막음...갑이 을에게 그럴수밖에 없는 이유같이 포장되는듯...무언가 부족한느낌...,마시마로heoy,2019.08.20,6,2,1
충격; 뒷통수 맞은거 같은 영화찝찝함을 싫어하는 사람이라면 비강추그러나 한번은 꼭 봐도 좋을 영화!15세는 아니고 19세 관람이여야될거같당..,양쏘gjsl,2019.08.20,10,2,1
관람객후반에 가서 공포라서 좀 그런데 2번 보기엔 별로다..,zmfflrwnsc,2019.08.20,9,2,1
"재미있고, 긴장감이 있어 뻔하지 않으면서도 공감되는 영화이다. 우리가 평소에 속으로만 생각하고 있던걸 솔직하게 표현해줘서 그런듯.",shaz,2019.08.15,10,2,1
마지막에 상상으로 끝나는데. 너무 뜨끔했다... 공부해야지,하나206s,2019.08.15,10,2,1
관람객충격적 반전있는 영화 기대이상였음,79비니맘jymj,2019.08.15,10,2,1
막장같으면서도 내가 저 상황이라면 이런 생각이 드문 드문 드는 이유는 뭘까?,동네아이chlw,2019.08.15,10,2,1
관람객정말 예상을 뛰어넘는 결말입니다,pinejuni,2019.08.15,10,2,1
현실과 꿈의 불쾌한 불협화음,최대웅cjst,2019.08.15,10,2,1
기분이 걍 찜찜하당...근데 중간에 왜자꾸 쓸데없는 섹 스신넣음..?가족들이랑 보다가 넘 민망해서 기분 드러웠음 그거랑 너무 급 마무리되는 결말때문에 약간 찜찜한거 빼곤 볼만했음,겸댕민희dbdk,2019.08.13,8,2,1
영화 중반부터 심장 터질 것 같았다 쫄려가지고,늙다동사dbse,2019.08.12,10,2,1
내 인생 영화중 가장 충격적인 영화가 아닌가 싶다....,Glorywhwh,2019.08.12,10,2,1
썩은토마토가 만들어낸 괴물같은 신선함에 편승한 영화. 한국 감독들도 세대교체가 필요한 때. 아카데미가 원할만한 영화는 아니다.,fabulousoasi,2019.08.11,7,2,1
따사로운 햇쌀의 착한 노블레스 / 기회주의 내로남불 비가오면 침수가 일상인 곱등이가족,Shyuncher,2019.08.11,8,2,1
이영화가 왜 좋은 평가를 받았는지 보니까 이해가 된다...화두를 던지고 우리의 불편한곳을 살짝 건들인다...그리고 보는사람마다 해석이 다르게 나올수 있도록 유도했다..원래 세상의 절대선도 절대악도 없다..보는 시각에...,어둠의다크앤블랙wkd0,2019.08.11,10,2,1
미국것들은 어떤느낌으로 기립박수를 그리 오래친것일까?,으라차차ohhk,2019.08.11,8,2,1
관람객누군가에겐 삶의 터전을 잃게하는 재난이 누군가에겐 미세먼지를 제거해주는 ...,박종두weq9,2019.08.10,8,2,1
봉준호감독과 송강호가 만나면 그것이 최고의 영화다,한현준qhrt,2019.08.10,10,2,1
사람을 비참하게 만드는 것은 아주 사소한 것에서.,JENjeon,2019.08.10,8,2,1
흥미롭다고 본다...,yana,2019.08.10,7,2,1
"순수하거나 아름답거나 때로 신성한 것이라고 믿고 싶어하는 삶은 그 자체가 어쩔 수 없는 불순물 덩어리여서, 불순한 삶에 붙들린 채 빠져나갈 길이 없다는 사실이 징그러운 것이다. -권희철, 최은미 ‘눈으로 만든 사람’...",팬더맛양갱blue,2019.08.10,9,2,1
정신차리고 보니 영화가 끝났다.,lsabellehjej,2019.08.10,10,2,1
"권선징악영화에 길들여져있던 나는 너무도 보기 어려웠다.  그 누구도 악인은 없었다. 송강호가족도, 가정부도 , 부자가족도, 아무도나쁘지않은데 이 비극은 도대체 어디서 온단 말인가...슈퍼맨이나 보러가야겠다.",산들바람rang,2019.08.10,10,2,1
전여친과 헤어진 이유를알았습니다 바로 시계방향을 몰랐던것입니다,rueneadyrn,2019.08.10,10,2,1
누가 악당인지 알 수 없다. 모두 나의 모습이기 때문이다. 내가 지금 욕하는대상이 그 대상이 됬을 때  욕하는 대상과 똑같은 생각을 할 수 밖에 없기 때문이다,dksx,2019.08.10,10,2,1
연기다잘함 특히조여정,제이제이코퍼레이션jjco,2019.08.10,10,2,1
이런 영화일거라곤 상상도 못했고 상상할 수도 없었다,cat4,2019.08.10,10,2,1
시나리오가 굉장히 신선하고 영화자체도 몰입감있고 아 이게 봉준호구나 처음느꼈네요(올드보이를 안봤고 그이후는 잘못느꼈는데...)재밌습니다,초록snshjh_,2019.08.10,10,2,1
관람객정말 최고의 영화였습니다. 황금종려상을 받을만 합니다,코르크ktis,2019.08.09,10,2,1
영화.. 가볍게 볼 만한 내용은 아닌데 유머요소가 곳곳에 많아서 좋았다. 보길 잘함.,aofu,2019.08.09,10,2,1
형편 어려운분들에게는 불쾌한 영화,para,2019.08.09,10,2,1
"관람객재미는 있었으나, 강추할 수준은 아님",jayw,2019.08.08,8,2,1
아무리 냄새난다고 사람헌담하는거 아니다. 그러다가 칼맞고 디짐,kokopwoot,2019.08.08,10,2,1
기택 처럼 사는 사람은 이유가 다 있다. 그걸 남탓으로 돌리면 안되지. 반지하 살기 싫다고?? 그럼 개같이 돈을 벌어라,재다이얼ssjo,2019.08.08,6,2,1
인간이야말로 지구의 기생충,그라마bbq2,2019.08.08,6,2,1
"모를 때는 그냥 만족하며 살아가지만, 그것을 알게 되면서부터 모든 것은 변한다. 우리가 어릴 때 부유함과 가난함에 대해서 크게 지각하지 못하고 있다가 어느정도 세상과 삶에 대해 고뇌하기 시작하는 나이가 되면 그것이 ...",검은사과anej,2019.08.08,8,2,1
"여러 쓰레기들이 다양한 쓰레기 짓을 하다 한 가족을 끔찍한 비극 속으로 몰아 넣게 되었다는 쓰레기 같은 이야기. 좋은 연출에도 불구하고, 극을 만들어가는 등장 인물들의 선택들 하나하나가 너무 예외 없이 쓰레기라 정상...",라크디안trah,2019.08.07,5,2,1
관람객역쒸 봉준호!!비가 억수로  내리는 계단을 내려오는장면이 압권이었음,자몽에이드alsw,2019.08.07,10,2,1
"내용은 단순한것 같지만, 사소한 디테일에 혀를 내두른다...다들 연기 굿~ 잼남",l0v2,2019.08.07,9,2,1
