review,nickname,dt,star,gong,bgong
"부잔데 착한게 아니고, 부자라서 착한거야. 사람의 위선과 좁혀지지 않을것만 같은 사회적 거리감을 체감했을때, 인간은 미친다.",타이거즈 이희oper,2019.06.09,10,3,3
미성년자도 볼 수 있는 성년자 영화. 등급을 매겨야함에는 선정성만이 있는것이 아니라 계층의 충격감과 스토리의 충격감이 있다,Unresisteddubs,2019.06.09,10,3,3
제목이 곧 내용 ㅋㅋㅋ추천합니다,압도unur,2019.06.09,10,3,3
잘봤습니다 소리 내서 웃을만큼 웃겼고 공포스릴도 있으며 왠지 씁쓸한뒷여운도 있는 종합선물세트였어요 연기잘하시는 배우님덕분에 좋은시간이였습니다,오비오비je19,2019.06.09,10,3,3
관람객아이들과 봤는데 좀 과한 장면에 당황스러웠다.,guma,2019.06.09,8,3,3
한국 역사상 최고의 영화,MALOskyw,2019.06.09,10,3,3
"긴장감과 재미는 있으나, 마지막 충격과 찝찝함... 뭐라 형용할 수 없는 기분이다. 봉준호 그는 변태이거나 세계 최고의 명감독이다.",써볼레옹rjsg,2019.06.09,10,3,3
모녀가 욕하는거 너무 어색해서 계속 거슬림...재밌다는 생각은 전혀 안들고 기분 드러움...,cfgo,2019.06.08,2,3,3
난 별로다. 흥미롭다가 불편하다 어떤 장면은 좀 지루하기도 하고... 이런 평점 남기면 몰취향에 어벤져스나 좋아하는 ㅂㅅ 취급 받는것도 싫고,예전엔atxa,2019.06.08,5,3,3
진짜 영화가 아니다 미쳤다,sadaslofo,2019.06.08,10,3,3
그냥 너무 큰 의미 부여할 것도 없더라..,Steady Treemove,2019.06.08,7,3,3
씁쓸하지만 재미있고 다이나믹한 짠한 영화. 우연히 본 영화지만 꼭 봐야할 영화였다. 쾌쾌한 반지하냄새..왜일까..불편하고도 불편하지않은 재미있지만 웃을만은 없는 교훈,은하수n329,2019.06.08,10,3,3
"시계방향으로..가 기억에 남네요 ,,",yes9,2019.06.08,10,3,3
평점을 남기고 싶은 영화,슈츠ldo0,2019.06.08,10,3,3
마지막에 잔인한 장면들이 과연 청소년들이 감당할 수 있을진 모르겠습니다. 그거만 아니면 10점입니다 등급 조정이 필요할 것 같아요.,GFHckst,2019.06.08,8,3,3
왜 상받았는지 알겠더라 잼있었다,쉬다온 메시 8884gust,2019.06.08,10,3,3
"비가오니  캠핑을 접고 집으로 들어오는데비가내리니  모든걸 잃고 집을 떠나네요,,,참으로 씁쓸하고 가슴이 아프네요 ㅠㅠ",menu,2019.06.08,9,3,3
송강호 가족들: 흔한 소시민 이나 중계층 또는 빈민층 시민들 이선균 가족: 상류층 사람들 인데 현대사회를 비꼬는 메세지와 함께 신분상승은 현실적으로 불가능하다 라고 깨우쳐주는 영화,시타zldz,2019.06.08,10,3,3
말할 것도 없다. 완벽 그 자체.,달팽이godj,2019.06.08,10,3,3
너무재있다~ 완전 강추,etseghanl,2019.06.08,10,3,3
관람객재미있습니다. 봉준호 작품 답습니다. 그런데 황금종려상을 받을만큼 작품성이 뛰어난지는 솔직히 모르겠습니다.,신증호soft,2019.06.08,8,3,3
시간 가는지 모르고 몰입 해서 봤습니다. 기생충이라는 제목이 붙은 이유를 알것 같네요.,똥곰돌juic,2019.06.07,10,3,3
영화는 정말 재미있었습니다 ㅎㅎ,doos,2019.06.07,10,3,3
잼납니다. 보지 못했던 스토리~,호피낭자july,2019.06.07,10,3,3
집에서 보지마세요...제발 영화관 가서 보세요..ㅜㅜ,양이yoni,2019.06.07,10,3,3
관람객어디하나 쓸데없는 장면이 없다,오공이kyd5,2019.06.07,9,3,3
봉준호는 가난을 팔아 우리들에게 이 작품을 보여줬다. 정작 가난한 자들은 냄새나는 삶을 사느라 이런 영화를 보지도 않는다.,silvahong,2019.06.07,10,3,3
정말 모든 내용이 담겨있는 영화,서챈seoc,2019.06.07,10,3,3
고급 방수 텐트와 똥물로 가득 찬 반지하의 모습이 가장 기억에 남는다. 한번도 상상해본 적 없는 참혹한 모습. 그동안 당연하게 여겨왔던 내 삶의 모든 것에 감사했다.,페르페로hwy9,2019.06.07,10,3,3
계층이 문제가 아니라  사람이 문제. 진정한 사람 냄새를 맡고싶게 만드는 영화.,윈윈clar,2019.06.07,8,3,3
영화관람석조차 빈부격차가 이루어지고 있더라. 내가 앉은 b석은 10000원. 그보다 좀더 위에는 11000원. 가장 보기좋은곳은 12000원. 우리가 사는 세상 곳곳엔 차별들로 가득하다. 그럼에도불구하고 대한민국사람...,루카aliv,2019.06.07,10,3,3
조여정이랑 소파에 같이 누웠을때 이선균이 좀 부럽긴 했음...,3연속8강따리load,2019.06.07,10,3,3
영화가 끝나고 한동안 일어설수 없었다,철연지혁5gan,2019.06.07,10,3,3
명작입니다 영화보고 많은 생각이 드는 영화네요,sait,2019.06.07,10,3,3
관람객상을 받는데는 다 이유가 있더라..,서기moch,2019.06.07,10,3,3
기대 이상이었던 영화.,신명희runp,2019.06.07,10,3,3
관람객기분이 이상해지는 영화....  잘 짜여진 영화인 것 같다,wjds,2019.06.07,8,3,3
재밌는데 미성년자 자녀랑 보러가지 말것,히히힛gkrg,2019.06.07,9,3,3
가난한 가족이 부자집에 들어가서 일하고 그 일자리를 빼앗기지 않으려고 사람 죽이는게 가슴이 먹먹함?솔직히 영화는 재밌었음 근데 영화를보고 가슴이 먹먹하다느니 불쾌하다느니 하는사람들은 솔직히 피해의식에 쩔어있는 사람인...,wogh,2019.06.07,6,3,3
오만가지 생각이 다들었던...,양맥주wltj,2019.06.07,10,3,3
너무 신선한 영화였습니다,해바라기blue,2019.06.07,10,3,3
관람객재미난 영화와 반전의반전,kth7,2019.06.07,10,3,3
"새롭고 충격적이고 훌륭한 영화였다.깐느는 대충 하지 않는구나, 연기대상 이런거랑 다르네..",티제이jayl,2019.06.07,10,3,3
관람객생각보다 충격적이네요 소름돋기도하고..여전히 기억에 남는 시계방향...,힝rlaw,2019.06.07,8,3,3
이게 영화지..ㅋ 헛소리에 욕설만 나오는 한국영화나 비현실적인 영웅놀이하는 헐리웃영화에 돈쓰지 말고 이런 영화를 봐야할 권리를 관객들한테 줘야함. 난 냄새나지 않는 사람이 되야 될까? ㅋㅋ 한번 생각해본다.,akil,2019.06.07,10,3,3
역시 봉준호 - 최우식 조여정 이정은의 연기는 정말 최고였다,Lucialuca,2019.06.07,10,3,3
관람객이 사회는 단순히 선악의 문제가 아니다. 구조의 문제다. 지하 -> 반지하 -> 지상 이렇게 올라가기 위해 사기를 치거나 동족을 죽이지 않으면 위로 올라갈 수 없는 사회 구조,아슈레이jinu,2019.06.07,10,3,3
수직적 계층구조의 소름돋는 표현력.영화의 몰입도가 엄청나게 높다.이 형화를 보면서 웃기고 슬프고 공포스럽고 소름이 돋고 연민이 느껴지고 공감되고 씁쓸하고 재미있었다.,익산고딩akdl,2019.06.07,9,3,3
관람객맗은  내용이 담겨 있군요보는내내 가슴이 조마조마했어요 들킬까봐심장에 안조아요,쥬리비안merr,2019.06.07,8,3,3
관람객클라쓰가 보통이아니다다다다,JSY94tlgm,2019.06.07,10,3,3
관람객많은 생각울 하게 되는 영화네요.,ssoo,2019.06.07,10,3,3
재밌다 어찌 이렇게 영화를 잘만들까,너와함께라면good,2019.06.07,10,3,3
인생 영화 추가요. 시간 가는 줄 몰랐습니다. 한국을 대표하는 영화로 손색 없겠네요.,산경험xorb,2019.06.07,10,3,3
꼭 보세요 많은 생각을 하게합니다,빰빰whit,2019.06.07,10,3,3
평만보고 엄청잔인하고우울독특할줄 알았는데 앞부분은 예상외로 어느정도 평범하게흘러간다 뒷반전은참~~역시캬~~ 상받은영화는 지루하다는 편견은 이영화에서는 성립하지않는듯 시간순삭,커피앤도넛amre,2019.06.07,10,3,3
관람객오랫만에 쫄깃쫄깃하네요,oddd,2019.06.07,10,3,3
수준이 높아 구냥 보지말고 생각좀해~~^^,lst3,2019.06.07,10,3,3
헬조선 실사판/가정부 연기력 ㄷㄷ,heum,2019.06.07,10,3,3
생각 많이하게되는 영화였습니다,야옹이헤헤l1h3,2019.06.07,10,3,3
1초의 시간도 눈을뗄수 없었습니다. 너무 완벽하고 잼있는영화입니다. 천만 응원해요♡♡,jyumji,2019.06.07,10,3,3
이색적인 소재이지만 현실에서도 충분히 있을법한,fxma,2019.06.07,8,3,3
몇년간 봤던 한국 영화중 제일 인상 깊었음.,gicheol95wwww,2019.06.07,10,3,3
충격이었음 봉감독은 진짜 천재,개하하하mevi,2019.06.07,10,3,3
보는 내내 방광이 간지러웠던 영화. 눈물샘이 아니라 오줌샘을 자극하는 영화. 봉준호 그는 전립선 자극에 타고난 천재다,이창현abcd,2019.06.06,10,3,3
"ㅇㅣ게 영화다,,,,",정태형tmvk,2019.06.06,10,3,3
관람객정말 재밌게봤어요 최근에 본 영화중에 최고,gusq,2019.06.06,10,3,3
"서민들의 막연한 꿈과 희망을 두고 면전에서 차마 내뱉지 못할 말. '꿈깨라, 그게 가능하겠니?' 이런 메시지가 들려오는 듯. 마치 매주 구입한 로또복권을 보며 당첨되면 집도 사고  땅도 사고...이런 ...",접니다oldg,2019.06.06,10,3,3
부유한 사람이 가난한 사람을 깔아보는 영화가 아니다. 가난한 사람에겐 어째됐건 이유가 있다는 얘기다. 마지막에 나오는 최우식의 단독 씬이 그 이유다.,막무가내eocj,2019.06.06,10,3,3
무거운 주제를 부담스럽지 않게 얘기하는 센스를 갖춘 영화!,sej1,2019.06.06,10,3,3
"관람객삶과 사회에 대한 통찰이 담긴 영화, 상 받을만하다는 생각이 들었습니다만, 잔인함을 그대로 보여준 부분에서는 불편했습니다. 연일 보도되는 살인.유기.학대 사건과 겹치면서.",idoi,2019.06.06,9,3,3
관람객끝나면 생각하게 만드는 영화,까르르qhdu,2019.06.06,9,3,3
명작과 평작의 차이를 이 작품을 보며 깨달았다,0217,2019.06.06,10,3,3
최근 본 영화 중에 당연코 최고라 할 수 있는 영화였습니다!,Cate Blanchettsbe0,2019.06.06,10,3,3
묘하다. 뭐라고 해야 하나.. 머리가 정리가 안됨.,수정공주c960,2019.06.06,8,3,3
관람객악한 사람 하나 없이 벌어진 비극,모과이dann,2019.06.06,10,3,3
역대급 꿀잼 .. 꼭 보세요,쿠나쿠낫agne,2019.06.06,10,3,3
봉준호감독님의 천재성에 놀라며 봤습니다!,김현빈khb0,2019.06.06,10,3,3
관람객'계획을 하던 계획을 하지 않던 그들은 지하에 있을 운명'을 전제하고 써내려간 막장패밀리서스펜스롤러코스터스릴러OO자본주의풍자블랙코미디드라마 아니지 그가 만든 영화의 장르는 이제부터 그냥 봉준호 영화,onen,2019.06.06,9,3,3
블랙코미디와 사회풍자와 스토리가 잘 뒤섞인 최고의영화. 하지만 끝나고 많이 여운이남고 무겁고 씁쓸한 영화,레아시스tkae,2019.06.06,10,3,3
나한텐 어떤 냄새가 날까....???,p981,2019.06.06,10,3,3
관람객이런 영화를 잘 만든 영화라고 하는구나,ㅅㅣ브동mine,2019.06.06,9,3,3
좌빨영화는 무료다운용,posa,2019.06.06,2,3,3
영화 보다가 상영이 멈춰서 한 50분? 보다 전 관람객 환불해주고  무료영화관람 티켓주고 끝났어요. 재밌게 보려고 예고편도 안봤고 앞부분 너무 재밌게 봐서 5점 드립니다.다시 보고 수정할게요!,hjmooopink,2019.06.06,5,3,3
관람객와~~어떻게 저런 영화가 나올수잇죠?,박수경knos,2019.06.06,10,3,3
"나는 영화를 다 보고 난 후 집에 돌아오는 길에 전달하고자 하는 메시지가 은은히 다가오는 스타일을 선호하는데, 이 영화는 보는 내내 이건 이런 메시지고 저건 이런걸 상징하는거야라고 끊임없이 말하고 있어서 정작 영화가...",k923,2019.06.06,8,3,3
관람객최근 일년 간 본 영화 중에 몰입감 최고!!!,nsdrnsdr,2019.06.06,10,3,3
관람객조여정 너무 이쁘고 연기 짱 !!,명2zeez,2019.06.06,9,3,3
"관람객무난한 영화. 예술성, 대중성 적절한 조합",toxn,2019.06.06,8,3,3
관람객스토리면에선 최고. 하지만 다소 불쾌한 장면들이 있음,단이bror,2019.06.06,6,3,3
보는 내내 흥미진진하게 봤습니다. 하지만 자극적인 장면도 많아 19세가 맞는것 같습니다. 조여정씨의 연기가 인상적입니다.,트위기anko,2019.06.06,9,3,3
평점 처음남겨본다.가히 인생영화라 본다.,딸기맛gjf7,2019.06.06,10,3,3
말이 필요없는 영화다.,고상진rhoi,2019.06.06,10,3,3
관람객15세라기엔 자극적 희망없이 끝나버린 영화,으컁jjy4,2019.06.05,6,3,3
영화가 끝난 직후엔 머리에 누가 돌을 던짓것마냥 따꼼하면서 먹먹했지만 시간이 조금 지나가만 생각해보니배우들의 행동과 말투를 하나하나 되짚어가며 해석하는 재미가있는 시의적절한 유쾌한 영화였다고 생각하고싶다.쉽지않은 영...,clubshotpky1,2019.06.05,10,3,3
그냥 경제수준에 걸맞는 인성들 가지고있었고 그 인성에 걸맞은 일들이 벌어짐 어느쪽도 아쉬울거 없는상황이라 암생각없음,업tkzl,2019.06.05,6,3,3
보는 내내 불편한 감정은 내가 어느 위치인지 확인해준다,shin,2019.06.05,10,3,3
양극단에 있는 두 집단의 상황을 대비시킨 것이 어색해 보이지 않는것은 현실이 실제로 그렇기 때문이다.. 그걸 애써 눈감고 있었는데 정면으로 들이댄 느낌. 영화를 보면 인물들의 선과악을 명확하게 가를 수 없게 된다.,vnm1,2019.06.05,10,3,3
아이들과 청소년들에게는 절대 보여줄수없는영화. 부조리극의 끝판왕. 인간은 다 속일수있지만 냄새나 소리는 속일수도 벗어날수도 없습니다. 기생충 인샛에서 벗어나고 싶다면 냄새를 바꾸세요.,아름다운비상dong,2019.06.05,10,3,3
께림칙하면서하지만 잘 만든 영화하지만 15세짜리 영화는 아닌,끄미wank,2019.06.05,9,3,3
관람객내려가고내려가고 계속 내려가네,마늘yaro,2019.06.05,9,3,3
조금 더 컴팩트했으면 하는 마음도 있지만 말 그대로 well-made movie! 난 집사로 나온 이정은의 연기가 아주 빛나게 다가왔다. 비극이 닥쳐오기 전에 다들 회개하자. 같이 잘 살면 안 되겠니?,서풍이 분다poti,2019.06.05,8,3,3
관람객단순한듯 하면서 단순하지 않은,dbsg,2019.06.05,9,3,3
우린 다르다며 반지하가 내동댕이친 지하. 그리고 결국 자기 발로 걸어들어가는 지하.  이 악순환의 끝은 어딜까,디녕디녕slft,2019.06.05,10,3,3
관람객빈부격차 자체는 익숙한 주제지만 정말 기발하다는 생각이 드는 영화네요~ 또 보고 싶어요,김동산yama,2019.06.05,10,3,3
아 잘봤다 어려운데 쉽다,티포카리kyt2,2019.06.05,10,3,3
"관람객각자의 선, 경계에 관하여",꼴레오네iceb,2019.06.05,10,3,3
솔직히 팩트만 말하자면 잘만든 영화지만 황금종려상은 조금 의외고 15세등급의 영화는 절대 아니다!,시크k590,2019.06.05,8,3,3
관람객처음부터 끝까지 잘 만들었음,한민희mh31,2019.06.05,10,3,3
몰입 잘된다 박소담 때메 10점임,강의과단gjk1,2019.06.05,10,3,3
최고의 4d 영화분명 2d로 영화를 봤는데영화관을 나설 땐 4d가 되는 영화냄새가 나고 탁월한 연출에 머리를 한대 맞은 기분끝내 기 까지 빨리는 영화,임우빈bann,2019.06.05,10,3,3
관람객쉽게 다가올 영화라고 생각하진 않았는데 이렇게 무거울지도 몰랐지.. 연출 연기 시나리오 음악 다 좋았다.,jjo2,2019.06.05,10,3,3
관람객어스보다는 훨씬 재밌음,enor,2019.06.05,8,3,3
관람객봉감독님 리스펙트!!,안용훈dksd,2019.06.05,10,3,3
이건 너무한국적이고. 너무 우리들의 모습이고. 너무 사실적이다. 연출. 긴장감. 각본 다 완벽이다. 변태스러울만큼의 경지의 오른 봉준호감독에게 찬사를!,청용이오셨성용narn,2019.06.05,10,3,3
글쎄요....ㅠ 새로운 장르긴 한데...뭘의미하는지도 얘기하는지도 알겠어요... 끝나고 여운때문에 쉽게 못일어났는데이게 재밌어서 그런게 아니라 머리를 한대맞은느낌 ㅠㅠ보는데 불편했지만 그래도 보는걸 추천 뭔말인지 ....,8616,2019.06.05,7,3,3
